domain,source_mode,run_id,category,region,rank,overall_score,grade,no_pre_consent_trackers,reject_option_available,equal_accept_reject_effort,no_dark_patterns,post_reject_compliance,transparent_information,cmp_detected,dark_pattern_count,pre_consent_tracker_count,total_pre_consent_cookies
clan.rtve.es,real_combined,batch-9,entertainment,ES,70,34,F,100,0,0,60,0,0,,1,0,0
computersalg.dk,real_combined,batch-9,e-commerce,DK,13,24,F,60,0,0,60,0,0,,1,2,0
cp.pt,real_combined,batch-9,travel,PT,40,67,C,10,100,100,100,50,70,OneTrust,0,8,4
csob.cz,real_combined,batch-9,finance,CZ,83,11,F,0,0,0,60,0,20,OneTrust,1,16,15
decathlon.es,real_combined,batch-9,e-commerce,ES,63,24,F,60,0,0,60,0,0,,1,2,1
decathlon.it,real_combined,batch-9,e-commerce,IT,62,24,F,60,0,0,60,0,0,,1,2,1
diariovasco.com,real_combined,batch-9,news,ES,59,53,D,0,100,100,100,0,30,Didomi,0,21,20
diaspora.social,real_combined,batch-9,social_media,EU,5,34,F,100,0,0,60,0,0,,1,0,1
dustin.se,real_combined,batch-9,e-commerce,SE,11,13.5,F,10,0,0,60,0,20,,1,7,3
eldiario.es,real_combined,batch-9,news,ES,9,11,F,0,0,0,60,0,20,Didomi,1,21,3
emploi.org,real_combined,batch-9,employment,FR,95,42,D,0,100,100,0,0,70,Quantcast,3,11,4
eurobank.gr,real_combined,batch-9,finance,GR,81,34,F,100,0,0,60,0,0,,1,0,0
fda.gov,real_combined,batch-9,government,US,26,34,F,100,0,0,60,0,0,,1,0,0
focus.it,real_combined,batch-9,entertainment,IT,19,11,F,0,0,0,60,0,20,Cookiebot,1,9,7
fondazioneveronesi.it,real_combined,batch-9,health,IT,49,24.5,F,30,0,0,60,0,80,Didomi,1,4,1
fundaciondelcorazon.com,real_combined,batch-9,health,ES,50,67.5,C,30,100,100,100,0,100,Cookiebot,0,5,1
gazzettadelsud.it,real_combined,batch-9,news,IT,58,19,F,0,0,50,30,0,70,,2,20,11
gettr.com,real_combined,batch-9,social_media,US,4,11,F,0,0,0,60,0,20,,1,14,8
healthgrades.com,real_combined,batch-9,health,US,46,34,F,100,0,0,60,0,0,,1,0,0
hema.nl,real_combined,batch-9,e-commerce,NL,64,11,F,0,0,0,60,0,20,Usercentrics,1,8,19
info-radiologie.ch,real_combined,batch-9,health,CH,48,36,F,100,0,0,60,0,20,,1,0,0
intel.com,real_combined,batch-9,tech,US,1,18.5,F,30,0,0,60,0,20,OneTrust,1,5,9
intersport.de,real_combined,batch-9,e-commerce,DE,61,71.5,C,10,100,100,100,100,40,Usercentrics,0,6,0
kika.de,real_combined,batch-9,entertainment,DE,67,36,F,100,0,0,60,0,20,,1,0,3
knappschaft.de,real_combined,batch-9,health,DE,96,26,F,60,0,0,60,0,20,Usercentrics,1,2,3
laprovence.com,real_combined,batch-9,news,FR,57,62.5,C,0,100,100,100,50,50,OneTrust,0,28,13
linkedin.es,real_combined,batch-9,employment,ES,91,59.5,D,0,100,100,100,50,20,,0,5,13
linkedin.nl,real_combined,batch-9,employment,NL,92,9.5,F,0,0,0,30,0,50,,2,6,13
luminor.ee,real_combined,batch-9,finance,EE,84,24,F,60,0,0,60,0,0,,1,2,1
lumni.fr,real_combined,batch-9,entertainment,FR,68,9,F,10,0,0,30,0,20,Didomi,2,9,6
mdr.de,real_combined,batch-9,news,DE,6,16.5,F,30,0,0,60,0,0,,1,3,3
mgen.fr,real_combined,batch-9,health,FR,97,6.5,F,0,0,0,30,0,20,,2,14,12
monese.com,real_combined,batch-9,finance,UK,35,13.5,F,10,0,0,60,0,20,OneTrust,1,10,2
multitronic.fi,real_combined,batch-9,e-commerce,FI,12,51.5,D,10,100,100,30,50,20,,2,6,1
nordstrom.com,real_combined,batch-9,e-commerce,US,2,24,F,60,0,0,60,0,0,,1,1,1
nyu.edu,real_combined,batch-9,education,US,21,24,F,60,0,0,60,0,0,,1,1,1
offerup.com,real_combined,batch-9,marketplace,US,51,34,F,100,0,0,60,0,0,,1,0,2
parisinfo.com,real_combined,batch-9,travel,FR,88,16.5,F,10,0,0,60,0,50,Didomi,1,6,6
parler.com,real_combined,batch-9,social_media,US,3,69,C,0,100,100,100,100,40,OneTrust,0,9,7
pko.pl,real_combined,batch-9,finance,PL,82,24,F,60,0,0,60,0,0,,1,1,3
police-nationale.interieur.gouv.fr,real_combined,batch-9,government,FR,77,58,D,60,100,100,0,0,80,TrustArc,3,1,3
policia.es,real_combined,batch-9,government,ES,79,31.5,F,100,0,0,30,0,20,,2,0,3
policlinicogemelli.it,real_combined,batch-9,health,IT,98,54.5,D,10,100,100,100,0,20,,0,7,1
politie.nl,real_combined,batch-9,government,NL,80,29,F,60,0,0,60,0,50,,1,1,4
poliziadistato.it,real_combined,batch-9,government,IT,78,11,F,0,0,0,60,0,20,Cookiebot,1,11,6
revolut.de,real_combined,batch-9,finance,DE,31,61,C,30,100,100,60,50,20,,1,3,5
rtl.fr,real_combined,batch-9,news,FR,7,14,F,10,0,0,30,0,70,TrustArc,2,6,5
rueducommerce.fr,real_combined,batch-9,e-commerce,FR,15,18.5,F,30,0,0,60,0,20,Cookiebot,1,3,4
sheffield.ac.uk,real_combined,batch-9,education,UK,22,32,F,60,0,50,30,0,50,OneTrust,2,1,2
sixx.de,real_combined,batch-9,entertainment,DE,17,18.5,F,30,0,0,60,0,20,,1,3,4
spain.info,real_combined,batch-9,travel,ES,90,62.5,C,0,100,100,100,50,50,,0,15,6
ss.lv,real_combined,batch-9,marketplace,LV,55,11,F,0,0,0,60,0,20,,1,8,7
swr.de,real_combined,batch-9,news,DE,56,18.5,F,30,0,0,60,0,20,,1,5,6
tanqeeb.com,real_combined,batch-9,employment,AE,43,24,F,60,0,0,60,0,0,,1,1,1
tg24.sky.it,real_combined,batch-9,news,IT,8,11,F,0,0,0,60,0,20,Quantcast,1,11,21
trainose.gr,real_combined,batch-9,travel,GR,39,11.5,F,10,0,0,60,0,0,Cookiebot,1,9,2
tu-dresden.de,real_combined,batch-9,education,DE,73,34,F,100,0,0,60,0,0,,1,0,0
tubi.tv,real_combined,batch-9,entertainment,US,66,26,F,60,0,0,60,0,20,,1,1,0
turismoroma.it,real_combined,batch-9,travel,IT,89,13.5,F,10,0,0,60,0,20,TrustArc,1,8,0
uni-muenster.de,real_combined,batch-9,education,DE,23,34,F,100,0,0,60,0,0,,1,0,0
unict.it,real_combined,batch-9,education,IT,75,36,F,100,0,0,60,0,20,TrustArc,1,0,0
uniroma3.it,real_combined,batch-9,education,IT,25,13.5,F,10,0,0,60,0,20,,1,7,3
univ-grenoble-alpes.fr,real_combined,batch-9,education,FR,74,34,F,100,0,0,60,0,0,,1,0,1
visitberlin.de,real_combined,batch-9,travel,DE,87,21.5,F,60,0,0,30,0,20,Quantcast,2,1,4
visitlondon.com,real_combined,batch-9,travel,UK,86,11.5,F,10,0,0,60,0,0,Cookiebot,1,10,12
vudu.com,real_combined,batch-9,entertainment,US,16,24,F,60,0,0,60,0,0,,1,1,0
widiba.it,real_combined,batch-9,finance,IT,33,11,F,0,0,0,60,0,20,,1,10,38
wuzzuf.net,real_combined,batch-9,employment,EG,44,9,F,0,0,0,60,0,0,TrustArc,1,36,33
zorgwijzer.nl,real_combined,batch-9,health,NL,100,24,F,60,0,0,60,0,0,,1,1,0
